Date,Open,High,Low,Close,Volume,Change,Wave,EFP Volume,EFS Volume,Block Volume,Previous Day Open Interest,BB_UPPER,BB_MIDDLE,BB_LOWER,DEMA,EMA,HT_TRENDLINE,KAMA,MA,MAMA,FAMA,MAVP,MIDPOINT,MIDPRICE,SAR,SAREXT,SMA,T3,TEMA,TRIMA,WMA,APO,CCI,MACD,MACD_signal,MACD_hist,MACDEXT,MACDEXT_signal,MACDEXT_hist,MACDFIX,MACDFIX_signal,MACDFIX_hist,MINUS_DM,MOM,PLUS_DM,PPO,ROC,ROCP,ROCR,ROCR100,TRIX,AD,ADOSC,OBV,ATR,NATR,TRANGE,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR_inphase,HT_PHASOR_quadrature,HT_SINE_sine,HT_SINE_leadsine,AVGPRICE,MEDPRICE,TYPPRICE,WCLPRICE,BETA,LINEARREG,LINEARREG_ANGLE,LINEARREG_INTERCEPT,LINEARREG_SLOPE,STDDEV,TSF,VAR,ADX,ADXR,AROON_down,AROON_up,AROONOSC,CMO,DX,MFI,MINUS_DI,PLUS_DI,RSI,STOCH_slowk,STOCH_slowd,STOCHF_fastk,STOCHF_fastd,STOCHRSI_fastk,STOCHRSI_fastd,ULTOSC,WILLR,BOP,HT_TRENDMODE,CORREL,PATTERN_SUM,DAILY_CLOSEPRICE_CHANGE,scaled_NET_SENTIMENT,scaled_UNCERTAINTY_MODAL,scaled_REGULATORY_PRESSURE
12/5/2014,2.4512892868024063,2.3733276605014324,2.3310645562055887,2.3370369353378524,0.3487113915263391,-1.0755358841349165,1.256875734494281,-0.32169142227423,-0.25881776717597527,-0.1250729722209624,1.085537633663926,2.2626733985460907,2.486572436364531,2.649606342320661,2.5147227597016126,2.511419871347633,2.4592628371156797,2.3006585714158274,2.452745440455419,2.580549437225403,2.5222831280948665,2.473790725024271,2.533611871395533,2.433436872131255,2.5959585037477,-1.3011902232448584,2.452745440455419,2.5395501066130755,2.5198801828446236,2.4027826754690347,2.4987950608924723,0.8369040794787653,-1.410178938355836,0.4096081729318771,0.6289927425737336,-0.5861107479870659,0.8369040794787653,0.6499661307044375,0.4556224853100667,0.4125013967771467,0.6276413693598902,-0.5754552960476988,0.525599149452067,-0.3163900799873573,-0.4293205309858946,0.6530105999871797,-0.27082984277368954,-0.27082983896538826,-0.2708298427664225,-0.2708298428553093,0.7311843103742194,1.816073378461752,-0.45932117416213236,2.0390423317778463,0.9586912864984417,-0.2587084639942222,0.7863658453255934,0.5236457314804194,0.5129715601608109,0.34050513532474475,-0.8718711098389235,0.011066338653391032,-0.8999952569043052,2.376421013836795,2.354702714524232,2.3498681972097604,2.34705425088683,0.6571770076812087,2.4936560148206057,-0.18250923429348914,2.5254343184569836,-0.1525519750694572,0.02783173002540173,2.4716277501275448,-0.17120671669581072,0.16381935035920825,0.1708054957458969,0.0,0.5714285714285715,0.5714285714285715,-0.08760848314,0.2041278538494664,0.2905252028548174,0.24414001595098644,0.16136512234557773,0.4561957584285095,0.49522628213063513,0.586456058,0.3015564202334624,0.49522628213063513,0.0,0.15067909492450013,0.4269982261606998,-0.6984435797999999,-0.54,0,0.9051685192758696,-1,-0.37,5.0,5,5
13/5/2014,2.3310861487886956,2.2674077260356222,2.332187052234027,2.2958237809594317,-0.12596984900510846,-0.37168094507806404,1.240178956115206,0.12149069504019318,-0.13761883814423204,-0.1250729722209624,1.0254511534673607,2.2625746867146392,2.486685281360529,2.649955876266058,2.489574960303103,2.502484702946984,2.4591528377136305,2.300933743943419,2.4429406640279607,2.4466891706809064,2.5093836368411044,2.4639673918059395,2.5128483831268698,2.475209593354994,2.5866195934275087,-1.299954772007801,2.4429406640279607,2.4746788948470573,2.480009315564567,2.4182381885914834,2.491153325014235,0.7679420494714161,-1.5683470359996707,0.25441559703668754,0.5571949494951048,-0.8703931087519485,0.7679420494714161,0.7319834887361779,0.155760882885657,0.258675470347507,0.5569965371476263,-0.8596848365062427,0.34247813401013616,-1.0044810996814206,-0.5806291044367933,0.5995287384441741,-0.7950000806251991,-0.7950000877577956,-0.7950000804316338,-0.7950000805612271,0.7196571153754968,1.8132377200656038,-0.47044545916534297,1.9995446323855917,0.8157671394120068,-0.3513720591671388,-0.4171371356084814,0.48085275437351344,0.716238782445085,-0.0782467063961058,-1.2207209016669027,-0.5528383045162549,-1.1779632363724675,2.309544652611069,2.301790964896976,2.300834125563001,2.2999681964213363,0.08851742278458138,2.4234013592251435,-0.4562221589761118,2.564066420312102,-0.40261305518348767,0.02783173002771969,2.393490098550211,-0.17120671669440649,0.1666985292,0.1752131357893139,0.0,0.5,0.5,-0.11758655629999999,0.2041278538494664,0.2076709479,0.2331138423,0.15407733768268606,0.44120672187471127,0.3052528987985359,0.4625752552739791,0.09794988610478514,0.3052528987985359,0.0,-3.79e-16,0.41555063447612545,-0.9020501139,-0.359223301,0,0.9047032677219706,0,-0.23,5.0,5,5
14/5/2014,2.289905444098814,2.332504352426067,2.3434120125184057,2.2702047931025744,-0.06808936225643517,-0.22886979802305052,1.259132055896859,0.5564147604791922,-0.24281036145480164,1.9032948842045803,1.0082959278103194,2.255129778035697,2.4910862362045516,2.667680826290507,2.4634264245773707,2.492412929501338,2.457591523313412,2.300859206260788,2.437754353716911,2.438705923607698,2.5082140258788765,2.4587712657406438,2.4999413498787795,2.475209593354994,2.577467461313721,-1.2987440297954846,2.437754353716911,2.4088733771527098,2.4401315234526035,2.433839066066726,2.4824606687244475,0.6796833046454849,-1.2732554389404114,0.11403042261940952,0.46985368501571906,-1.0594546381232295,0.6796833046454849,0.7844180726512783,-0.1263644537383114,0.1191235731174715,0.4707686766303095,-1.049960013301137,0.1724371910997712,-1.038121105088686,-0.39086019358906005,0.5305602103748829,-0.8219105923073957,-0.8219105825901751,-0.8219105920867367,-0.8219105922184183,0.7039838943166836,1.7987896792901816,-0.6613208502864023,1.9574349437753045,0.7915419815675181,-0.36009947520958285,0.1908179784716126,0.44993952893044536,0.8708186987601095,-0.7813230510124085,-0.9912169491931273,-0.9385662988132789,-1.2866833586051016,2.3120525161570344,2.3402216040999306,2.317921756591416,2.3063763576799525,0.06986780733048135,2.3490437807719498,-0.7450137445265779,2.606901047193253,-0.6717875441243791,0.23013597817540898,2.3106383867192704,-0.040956905149091824,0.16359870137786992,0.17676779413767932,0.8571428571428572,0.4285714285714286,-0.4285714286,-0.1365779315,0.12330093995094621,0.3222160643,0.21750246933734924,0.16975345042863516,0.4317110342,0.1483547976328704,0.3162779928540138,0.04555808656,0.1483547976328704,0.0,-3.79e-16,0.3613701623082086,-0.9544419134000001,-0.151315789,0,0.9045828148679528,-1,-0.34,5.0,7,5
15/5/2014,2.2643066276699675,2.239824409768484,2.2861647150680717,2.2323332458359157,0.1613909449940367,-0.34107855642341833,1.2221283848945834,-0.2308528516445656,-0.25881776717597527,-0.1250729722209624,1.0211321137752556,2.2598162746841792,2.4872495063405315,2.6542821018577096,2.4349082844486047,2.480458587907644,2.455986383453963,2.3004696543965157,2.4334008811794416,2.4292145368017666,2.506833317462182,2.454409553700719,2.480861387685952,2.4529308087023347,2.56849837184221,-1.2975575024274149,2.4334008811794416,2.3467295815040092,2.398172896124229,2.4479722324960553,2.471614963938157,0.5131305119900617,-1.2855907618578113,-0.020887128342905955,0.3712422855926656,-1.1965378467430694,0.5131305119900617,0.7985261366745334,-0.49460781239748614,-0.015271555850707207,0.3731723210266188,-1.188774006163736,0.24290847371902893,-1.1206920274519736,-0.5449159337948054,0.4006792562306703,-0.8861628051443987,-0.8861628085200953,-0.8861628083297389,-0.8861628051377864,0.6842782702344635,1.7872931307990219,-0.8555390644563983,1.9049694319513728,0.6959824173079994,-0.4187960051535431,-0.21862117999047603,0.4607664613932001,1.0226314924322786,-0.9303502485458852,-0.3115750040753974,-1.251152945910041,-1.2981653756556122,2.258551427176454,2.2650312230506704,2.255143286073972,2.2498173691799814,0.03962370051712286,2.2757908365308204,-0.9961798496080432,2.6388402387295393,-0.9131934980659815,-0.19168707167287713,2.229812153491586,-0.2951385786312118,0.1644031508183703,0.17751458989648877,1.0,0.35714285714285715,-0.6428571429000001,-0.1651809849,0.17486099354487558,0.2728543750602899,0.2287830465537897,0.16068097993242283,0.4174095075403318,0.06592924071440973,0.1731789790486054,0.05427974947808033,0.06592924071440973,0.0,-3.79e-16,0.32783668233742047,-0.9457202505,-0.285714286,0,0.9043931406897942,-1,-0.54,5.0,5,5
16/5/2014,2.235368835185185,2.190174440487635,2.247999850101184,2.172184317824164,-0.07023308398786751,-0.5450944807877234,1.20317528511293,-0.06844449809455959,-0.25881776717597527,-0.1250729722209624,0.9877891273522047,2.2637727203370104,2.4852747189105218,2.645627526948129,2.4015566865239397,2.465253510381129,2.456285706154032,2.2995657873267343,2.4290095531194495,2.308753918506546,2.4628687744937516,2.450009914491863,2.4505579183208743,2.433993841747573,2.549217104428504,-1.29500676954086,2.4290095531194495,2.2873266564952073,2.350519731679081,2.460098433022348,2.4570995682677053,0.3057699125871819,-1.2325573696323826,-0.16404421998981747,0.26185969812857407,-1.3275521645581367,0.3057699125871819,0.7723692746452521,-0.8684814465762728,-0.15798413249440732,0.26471030160770564,-1.3214482219296206,0.23222394532965854,-1.3225320598955657,-0.6879676927055125,0.23864816399771785,-1.0404373260583255,-1.0404373172592927,-1.0404373170335888,-1.0404373260525837,0.6603034810380535,1.7727587558366784,-1.0878536118101825,1.8629564836824943,0.5828936091527225,-0.4831593930141518,-0.35510089947786244,0.4915347704016851,1.1652434024791456,-0.8816614077013915,-0.3748117410030971,-1.465412744290314,-1.222097718565906,2.214245837864412,2.2210309259922156,2.2057377441874664,2.1977162319903516,0.0382089539334111,2.186378689179251,-1.3107366370525655,2.6871848432267385,-1.2295384348199885,-0.5615592368888743,2.130431091365124,-0.46298729262617505,0.16753791998287748,0.18387542131372456,1.0,0.28571428571428575,-0.7142857143000001,-0.2099466652,0.20828991912147088,0.24329499444044064,0.2330538953702675,0.15270434308249956,0.3950266673948958,0.03717791415706342,0.08382065083478123,0.01169590643274622,0.03717791415706342,0.0,-3.79e-16,0.3247592266033796,-0.9883040936,-0.574074074,1,0.905774651,-1,-0.67,3.4000000000000004,7,5
19/5/2014,2.1641373459918745,2.0897711692752523,2.1761601042811582,2.097555092328104,0.24581274841758663,-0.6777048316245217,1.1765506925625122,-0.28040116289710976,-0.25881776717597527,-0.1250729722209624,0.9436312655401228,2.2716543129147935,2.482227904018506,2.6302512138177536,2.362098183747114,2.4460391664668215,2.4570457407526924,2.2957943733461232,2.4167062622355764,2.297868657499491,2.4588926360703565,2.437683338059596,2.4129591692938335,2.3983477863033147,2.519282219789309,-1.2910466618847551,2.4167062622355764,2.2272018313246953,2.2954130881322814,2.4697862637599037,2.437965969772052,0.04977210147983216,-1.2463518306514858,-0.3211649020390229,0.1408858171193575,-1.4685417552705295,0.04977210147983216,0.6946749807128919,-1.242202181439175,-0.31465532105105815,0.14458382288551383,-1.4638760630430536,0.3566357998296318,-1.6589321139682187,-0.820801468551012,0.03848623335537918,-1.2935660024264486,-1.293565999872743,-1.2935660022702093,-1.2935660024385207,0.6316762587035889,1.7524791592957074,-1.417487972492983,1.8066812450802334,0.41810230279416244,-0.5830834941955375,-0.6900965745832189,0.47724369960822666,1.308947803327121,-1.1810543546344312,-0.343887338695186,-1.589847025887838,-1.0650936001150288,2.1345515074037573,2.1347012292319563,2.1232713509633725,2.1171962926972885,-0.3531078640486198,2.1156821804039376,-1.4428066662275583,2.677378951136184,-1.368381119661643,-0.2846353662406494,2.055572785561051,-0.3421557344050341,0.17474059529362293,0.19231723845851417,1.0,0.2142857142857143,-0.7857142856999999,-0.2627695195,0.2683753743333136,0.2122133811715802,0.2545290989217153,0.14681754351921272,0.3686152402320309,0.02372498755664138,0.04227738080937155,0.0051993067590989876,0.02372498755664138,0.0,-3.79e-16,0.2744064408,-0.9948006932,-0.802469136,1,0.91107195,-1,-0.15,5.0,5,5
20/5/2014,2.0973578248731464,2.068807848912226,2.130137767115203,2.080847056769284,0.2555105372026377,-0.1472634282773285,1.1603051784639522,0.12149069504019318,-0.21079555001245437,-0.1250729722209624,0.9363061742223127,2.29042603748659,2.470886981920449,2.585045851346418,2.324238009440281,2.4269472399277645,2.454437957369265,2.293567129633364,2.4105735449334604,2.2877899257889602,2.455163855407396,2.431539013807204,2.4045415389146445,2.375512032034338,2.47631790569545,-1.285362881508665,2.4105735449334604,2.1707339249532827,2.2443055591027963,2.4770169680180407,2.41852757977225,-0.21654628834319337,-1.1328899395484293,-0.45087705347792206,0.016477110839941873,-1.5103209174788972,-0.21654628834319337,0.5656849745905373,-1.5378006042702828,-0.4444407735988366,0.020850019296478967,-1.5079229853783884,0.3691723047153713,-1.4234520761173617,-0.944147117688046,-0.16973396836386861,-1.1239183949833806,-1.123918386639766,-1.123918394796677,-1.123918394951811,0.599148964158064,1.7428359263002848,-1.5665495735788781,1.7499683716001717,0.3137916545437463,-0.6580299112492385,-0.4171371356084814,0.42634381555399115,1.4574132454054485,-1.2272883792045215,0.03812115863699616,-1.6138358239619177,-0.8285769283547421,2.096933554214285,2.101283282098951,2.095411082982256,2.09212087907661,-0.14922565333598484,2.0549589291165695,-1.528321990716871,2.657269090363474,-1.4605582353856352,-0.24378649539625402,1.992180134225492,-0.321892593973871,0.18402888203387582,0.1951655187473724,1.0,0.14285714285714288,-0.8571428570999999,-0.2744651827,0.3047766096571633,0.1879473198360673,0.2617262805931074,0.13945546754058624,0.36276740864414625,0.02127359317829561,0.02739216496400019,0.04692556634304303,0.02127359317829561,0.0,-3.79e-16,0.28442897789221533,-0.9530744337,-0.194174757,1,0.9193777735777884,-1,0.2900000000000062,5.0,7,5
21/5/2014,2.075097984500237,2.167004454823238,2.154832679740838,2.113149258849669,0.25704176701080367,0.3015716053241426,1.1779044854040588,-0.24736895539541365,-0.2531008365612704,-0.1250729722209624,0.9295166438263235,2.294324213791393,2.450518460142343,2.5378021077088375,2.29385904887863,2.4112470048356953,2.452704744736594,2.290753144709129,2.4011094750227864,2.2792630834169127,2.451031871842696,2.4220570319362276,2.4045415389146445,2.375512032034338,2.4225479498073046,-1.2782496149617142,2.4011094750227864,2.1274304588404758,2.2056213478067326,2.4802665646787987,2.401605549409373,-0.45210065323292986,-0.8408897698399593,-0.5267032927300513,-0.09920137615908733,-1.404131738779369,-0.45210065323292986,0.399409702725009,-1.6982814257182872,-0.5210826461790591,-0.09445484600346801,-1.4050021725738417,0.19722463547102725,-0.9830738235131609,-0.560478874032976,-0.35415038787338776,-0.7927023610450065,-0.7927023581981386,-0.7927023609883683,-0.7927023611177806,0.5642358736570707,1.7300963975893517,-1.6836212124486027,1.8067503453240967,0.36527540253010105,-0.6296435648032775,0.4141484285418444,0.380123006460085,1.6715371047269092,-1.139900771364371,0.15685216493538554,-1.4597869675453867,-0.38689426655850595,2.1303717348271487,2.163106484295009,2.147416916547003,2.1392069335421042,-0.15452017060618306,2.0175907744781756,-1.5268648273443268,2.61972653160701,-1.4589714601755905,-0.5683151980043367,1.9551187021402694,-0.4655749963240444,0.18294321536882527,0.19426209731122562,0.9285714285714286,0.07142857142857144,-0.8571428570999999,-0.2337151565,0.16882954872316766,0.27071106763918307,0.24030789372411485,0.17088618326791155,0.3831424217435241,0.048658668596075566,0.031219083110337564,0.09385113268608607,0.048658668596075566,0.08060729744005618,0.026869099146685015,0.2493004598171257,-0.9061488673,0.1705882352941224,1,0.923735727,0,-1.51,5.0,5,5
22/5/2014,2.107374753040956,2.170314452775295,2.0235006444136032,1.9449550342242168,1.2859261161111177,-1.534571713954603,1.1553412713782811,0.3444580956766421,-0.25881776717597527,-0.1250729722209624,0.9358569940943338,2.3144068789628047,2.422984281118204,2.4570731530416166,2.2457684869848284,2.3853130298569205,2.4467873595940812,2.2846466902149163,2.3910397046378304,2.2528255773971617,2.443728934685316,2.4119682032255096,2.336078145163912,2.309232647692672,2.374154989507969,-1.2718476750835297,2.3910397046378304,2.079186269519821,2.1419769066881513,2.4794647161521177,2.3742474546158427,-0.7056468323497047,-1.0735635036907603,-0.6859944340713348,-0.22567430021219437,-1.5354288392353397,-0.7056468323497047,0.20896245955109993,-1.848823821940146,-0.6800332733557702,-0.22054091603552373,-1.5366451188397279,0.5614584313876949,-1.5977684677731907,-0.7024189942070128,-0.5530266830765356,-1.2675321852065018,-1.2675321833143605,-1.267532184978945,-1.2675321851452361,0.5247560325394917,1.6904807257458303,-2.258116241698771,1.703537614406967,0.6787718336429408,-0.32146564409150413,1.9030180956767877,0.34671316511297645,1.8072083726430954,-1.0336613991416448,0.21789720293563175,-1.2552349489702093,-0.06998962350146189,2.0646099796218538,2.0996123847423025,2.048977303013736,2.0233027994731967,-0.2402645446134918,1.9543110869359617,-1.57983927438441,2.582370752214462,-1.5170329466235868,-0.21925721725040562,1.8903275060154996,-0.30942344416047085,0.18956678618836828,0.19723905091049146,1.0,0.0,-1.0,-0.3502167946,0.27567320684242747,0.2283390342205916,0.26162894510741247,0.1485528219848067,0.3248916027053054,0.04789315221628862,0.03927513799688665,0.0029027576197381737,0.04789315221628862,0.0,0.026869099146685015,0.1943083831583944,-0.9970972424,-0.520689655,1,0.9223472492736384,-1,-1.47,5.0,5,5
23/5/2014,1.9526688624492352,1.8955846227545985,1.7428766373041267,1.7812162857477836,1.4019933355700973,-1.4937685290817417,1.033499915639082,3.1879806247809843,-0.25881776717597527,-0.1250729722209624,0.9060728963775774,2.3438320657024567,2.3855197424460144,2.3448384343845436,2.182237395413002,2.3501034808188974,2.436305595013004,2.2754000629440227,2.380780652854661,2.023658549264712,2.343349589233949,2.401689734877372,2.201957234455509,2.148825398193515,2.3097649001694047,-1.2633294633803482,2.380780652854661,2.0110261344702636,2.0574116923144468,2.473265629881522,2.33678490731432,-0.9141937051571024,-1.6664793594818266,-0.9060508598351151,-0.37372620617286567,-1.7979027258736302,-0.9141937051571024,0.0031102330552769722,-1.8774428871064486,-0.8991341840225583,-0.36805854723814196,-1.7983332819240418,1.4952193910821276,-1.8363066879337995,-0.8342205346102471,-0.7177847105059955,-1.464195037148709,-1.46419502796657,-1.464195037026977,-1.464195037208538,0.47907409476816615,1.6787320360902163,-2.468620526625449,1.5950870850050003,0.9720897466475765,-0.02060398721436352,1.9154253429029184,0.33408117812697785,-1.6809493066419998,-0.9211759786588083,0.14358027812801585,-1.0125094373035095,0.22063139302282758,1.8458685481127093,1.821686457752819,1.8090075281364102,1.80236054390434,0.27271150281043344,1.8762924397517642,-1.631068401203268,2.5299792716164085,-1.5739404138419861,0.7131499773970238,1.8109359870511532,0.33222825902272307,0.20752768757522064,0.1992701115347809,1.0,0.0,-1.0,-0.4395483719,0.44101940560430125,0.19672457231061957,0.33556823415360093,0.1301690527261384,0.2802258140661434,0.07109702373864084,0.055882948179999996,0.11653718091009971,0.07109702373864084,0.0,0.026869099146685015,0.2312479519708215,-0.8834628191,-0.546391753,1,0.936190924,0,0.0,3.4000000000000004,5,5
