Date,Open,High,Low,Close,Volume,Change,Wave,EFP Volume,EFS Volume,Block Volume,Last,Previous Day Open Interest,BB_UPPER,BB_MIDDLE,BB_LOWER,DEMA,EMA,HT_TRENDLINE,KAMA,MA,MAMA,FAMA,MAVP,MIDPOINT,MIDPRICE,SAR,SAREXT,SMA,T3,TEMA,TRIMA,WMA,APO,CCI,MACD,MACD_signal,MACD_hist,MACDEXT,MACDEXT_signal,MACDEXT_hist,MACDFIX,MACDFIX_signal,MACDFIX_hist,MINUS_DM,MOM,PLUS_DM,PPO,ROC,ROCP,ROCR,ROCR100,TRIX,AD,ADOSC,OBV,ATR,NATR,TRANGE,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR_inphase,HT_PHASOR_quadrature,HT_SINE_sine,HT_SINE_leadsine,AVGPRICE,MEDPRICE,TYPPRICE,WCLPRICE,BETA,LINEARREG,LINEARREG_ANGLE,LINEARREG_INTERCEPT,LINEARREG_SLOPE,STDDEV,TSF,VAR,ADX,ADXR,AROON_down,AROON_up,AROONOSC,CMO,DX,MFI,MINUS_DI,PLUS_DI,RSI,STOCH_slowk,STOCH_slowd,STOCHF_fastk,STOCHF_fastd,STOCHRSI_fastk,STOCHRSI_fastd,ULTOSC,WILLR,BOP,HT_TRENDMODE,CORREL,DEMA_Trend,EMA_Trend,HT_TRENDLINE_Trend,KAMA_Trend,MA_Trend,MAMA_Trend,MAVP_Trend,MIDPOINT_Trend,MIDPRICE_Trend,SAR_Trend,SAREXT_Trend,SMA_Trend,T3_Trend,TEMA_Trend,TRIMA_Trend,WMA_Trend,ADX_Trend,ADXR_Trend,AROONOSC_Trend,DX_Trend,TRIX_Trend,DMI_Trend,AROON_Up_Trend,AROON_Down_Trend,PM_Uptrend,PM_Downtrend,ROC_Trend,ROCP_Trend,ROCR_Trend,ROCR100_Trend,ROC_Buy_Sell_Signal,ROCP_Buy_Sell_Signal,ROCR_Buy_Sell_Signal,ROCR100_Buy_Sell_Signal,APO_Buy_Sell_Signal,MACD_Buy_Sell_Signal,MACDEXT_Buy_Sell_Signal,MACDFIX_Buy_Sell_Signal,PPO_Buy_Sell_Signal,MOM_Buy_Sell_Signal,STOCH_Buy_Sell_Signal,STOCHF_Buy_Sell_Signal,STOCHRSI_Buy_Sell_Signal,ULTOSC_Buy_Sell_Signal,WILLR_Buy_Sell_Signal,BOP_Buy_Sell_Pressure,MFI_Buy_Sell_Pressure,AD_Buy_Sell_Pressure,ADOSC_Buy_Sell_Pressure,OBV_Buy_Sell_Pressure,BB_Overbought_Oversold_Signal,CCI_Overbought_Oversold_Signal,RSI_Overbought_Oversold_Signal,STOCH_Overbought_Oversold_Signal,STOCHF_Overbought_Oversold_Signal,STOCHRSI_Overbought_Oversold_Signal,ULTOSC_Overbought_Oversold_Signal,WILLR_Overbought_Oversold_Signal,BB_RSI_Reversal,BB_Volatility,ATR_Volatility,NATR_Volatility,TRANGE_Volatility,PATTERN_SUM,NEXT_DAY_CLOSEPRICE,DAILY_CLOSEPRICE_CHANGE,DAILY_CLOSEPRICE_CHANGE_PERCENT,DAILY_CLOSEPRICE_DIRECTION,DAILY_MIDPRICE,NEXT_DAY_MIDPRICE,DAILY_MIDPRICE_CHANGE,DAILY_MIDPRICE_CHANGE_PERCENT,DAILY_MIDPRICE_DIRECTION,scaled_NET_SENTIMENT,scaled_UNCERTAINTY_MODAL,scaled_REGULATORY_PRESSURE
2/1/2014,111.05,112.3,110.2,111.4,10192,0.0,0.0,172,0,0,0,88724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1456.0000000000591,,10192,,,,,,,,,,111.2375,111.25,111.3,111.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1666666666666711,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.35,4.949999999999989,0.04443447,1.0,111.25,113.875,2.625,0.023595506,1.0,5.0,6.8,5.0
3/1/2014,111.5,116.55,111.2,116.35,14996,4.95,0.0,602,0,0,0,88675,,,,,,,,,,,,,,110.2,110.2,,,,,,,,,,,,,,,,,,,,,,,,,,15330.803738317798,,25188,,,5.349999999999994,,,,,,,113.9,113.875,114.7,115.1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9065420560747662,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.0,4.650000000000006,0.039965621,1.0,113.875,118.575,4.700000000000003,0.041273326,1.0,5.0,5.0,5.0
6/1/2014,116.5,121.45,115.7,121.0,20147,4.65,0.0,677,12,0,0,86833,,,,,,,,,,,,,,110.327,110.327,,,,,,,,,,,,,,,,,,,,,,,,,,32324.36026005691,,45335,,,5.75,,,,,,,118.6625,118.575,119.38333333333333,119.7875,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.782608696,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.25,-3.75,-0.030991736,-1.0,118.575,119.625,1.0499999999999972,0.008855155,1.0,2.8,5.0,5.0
7/1/2014,121.5,122.6,116.65,117.25,25052,-3.75,0.0,750,30,0,0,87220,,,,,,,,,,,,,,110.77192,110.77192,,,,,,,,,,,,,,,,,,,,,,,,,,12324.864461737548,,20283,,,5.949999999999989,,,,,,,119.5,119.625,118.83333333333331,118.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.714285714,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.9,3.6500000000000057,0.031130064,1.0,119.625,119.525,-0.1,-0.000835946,-1.0,3.4000000000000004,5.0,5.0
8/1/2014,117.55,121.5,117.55,120.9,19269,3.65,0.0,546,100,0,0,85524,,,,,,,,,,,,,,111.4816048,111.4816048,,,,,,,,,,,,,,,,,,,,,,,,,,25739.99104401609,,39552,,,4.25,,,,,,,119.375,119.525,119.98333333333336,120.2125,,,,,,3.5308072731317046,,12.466599999999744,,,,,,,,,,,,,,,,,,,,0.8481012658227863,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.35,-1.55,-0.012820513,-1.0,119.525,119.9,0.375,0.003137419,1.0,5.0,6.8,5.0
9/1/2014,120.9,121.5,118.3,119.35,17613,-1.55,0.0,373,51,0,0,85170,,,,,,,,,,,,,,112.1487085,112.1487085,,,,,,,,,,,,,,,,,,,,,,,,,,19685.52229401605,,21939,,,3.200000000000003,,,,,,,120.0125,119.9,119.71666666666664,119.625,0.4323163743540634,,,,,1.8874850992787449,,3.5625999999992928,,,,,,,,,,,,,,,,,,,,-0.484375,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.65,1.3000000000000114,0.010892333,1.0,119.9,119.375,-0.525,-0.004378649,-1.0,5.0,5.0,5.0
10/1/2014,118.55,120.9,117.85,120.65,14448,1.3,0.0,391,8,0,0,84783,,,,,,,,,,,,,,112.775786,112.775786,,,,,,,,,,,,,,,,,,,,,,,,,,31764.99770385212,,36387,,,3.050000000000012,,,,,,,119.4875,119.375,119.8,120.0125,0.7653013458920821,,,,,1.4193660556743026,,2.014600000000428,,,,,,,,,,,,,,,,,,,,0.6885245901639346,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.85,-0.8,-0.00663075,-1.0,119.375,119.9,0.5250000000000057,0.004397906,1.0,5.0,5.0,7.333333333333333
13/1/2014,120.35,121.05,118.75,119.85,14438,-0.8,0.0,419,13,0,0,85819,,,,,,,,,,,,,,113.3652388412032,113.3652388412032,,,,,,,,,,,,,,,,,,,,,,,,,,31137.25857341728,,21949,,,2.299999999999997,,,,,,,120.0,119.9,119.88333333333333,119.875,0.2758081282271384,,,,,1.2992305415129763,,1.688000000000102,,,,,,,,,,,,,,,,,,,,-0.217391304,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.2,-0.65,-0.005423446,-1.0,119.9,119.325,-0.575,-0.004795663,-1.0,5.0,5.0,5.0
14/1/2014,119.75,120.5,118.15,119.2,13400,-0.65,0.0,411,18,0,0,84134,,,,,,,,,,,,,,113.9193245,113.9193245,,,,,,,,,,,,,,,,,,,,,,,,,,29711.726658523658,,8549,,,2.3499999999999943,,,,,,,119.4,119.325,119.28333333333336,119.2625,0.388136156,,,,,0.6807348970024302,,0.4633999999969092,,,,,,,,,,,,,,,,,,,,-0.234042553,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.2,-2.0,-0.016778523,-1.0,119.325,117.575,-1.75,-0.014665829,-1.0,2.2,5.0,5.0
15/1/2014,118.8,119.2,115.95,117.2,13263,-2.0,0.0,533,0,0,0,84026,,,,,,,,,,,,,,114.44016504008714,114.44016504008714,,,,,,,,,,,,,,,,,,,,,,,,,,26651.03435083135,5451.425692208573,-4714,,,3.25,,,,,,,117.7875,117.575,117.45,117.3875,2.2187539637986835,,,,,1.1432410069577563,,1.3069999999897846,,,,,,,,,,,,,,,,,,,,-0.492307692,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.35,1.1499999999999917,0.009812287,1.0,117.575,118.55,0.9749999999999944,0.008292579,1.0,5.0,5.0,5.0
